Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Armenia,ARM,2.8698831988397,2.80721060115011,2.87200016032704,2.80868976696971,2.22219538411372,..,2.70733541113172,1.9033579829131,2.6102875396933,2.5629137066955,3.25130165191263,3.27227725026832,1.90069351554648,2.42405536952164,2.23028862336636,2.17137714770311,2.49141025758587,2.60543817477592,3.03576444561533,2.45448421994563,1.76270034411436,2.58810044595098,1.85343036991797,2.18561731238222,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Aruba,ABW,..,2.30237029021378,..,4.41060530044492,5.44775062376745,4.31494805881274,2.1381341572277,6.35034873998497,5.22976994242023,3.09958982094703,5.10224907139067,4.03177035036084,3.98638649013618,1.97456756970224,3.91728649564447,5.83203732503888,1.93061374210862,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Australia,AUS,1.79553800205111,2.04777523448822,1.90346358335012,1.80277135832717,1.87925103528248,1.53307282263429,1.31994610203354,1.28397511557077,1.37293979634563,1.22414721104701,1.22835824555239,1.21416975810599,1.04908593619237,1.10927057676792,1.06910609399713,1.06006540430473,1.03538284526998,0.990754226978393,0.938183172742481,0.84586083389231,0.884735037869462,0.887322993851443,0.860925458639047,0.744567483256587,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Austria,AUT,0.965412892048534,0.750809325527336,1.02366558792704,0.870687322438091,0.80455581587406,0.615755660272331,0.722046711159838,0.656372596954589,0.737805332723898,0.542513661096779,0.697020591490472,0.611295628499106,0.729418238732372,0.917628045906905,0.960895526159402,0.719378730376734,0.491454225339134,0.509116600545148,0.618097446839757,0.795680952852948,0.972794280874553,0.867123024880969,0.729699452512114,0.728529506902089,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Azerbaijan,AZE,3.48211260517923,2.98711977406019,2.75934921847538,2.6322071310355,2.53221194566208,..,..,..,..,2.1287593016363,2.13340539502668,..,2.23011241769356,2.2545108782554,2.12954911752328,2.29861661243509,2.42253022914826,2.13920441872443,1.69402364496151,1.80706736101741,1.94040465710907,1.64178691697142,2.23627706150472,1.91021189583004,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Bahamas, The",BHS,..,..,22.7682499830777,13.0450874627608,15.5687690492871,14.7714633054694,12.8246419666006,14.950949385286,17.2968926557677,21.808025073637,20.1215562507752,23.6376751938901,25.1827085878394,33.6023283503109,28.7912139684501,30.8569946842992,31.3519097681758,37.1787444534279,28.0319665434691,30.5749085258884,22.6420821758295,23.4824758933846,17.9594387306367,29.1734237464315,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Bahrain,BHR,..,..,..,1.23244282492328,1.06905493539233,..,..,..,..,0.38441873964472,0.540373316905985,1.1022063203054,0.164792902699267,0.990036111567169,0.734730164224437,0.871858239020729,0.686428432780924,0.220241355159741,0.283756165489433,0.411852002355793,0.336170726320386,0.267703840579686,0,0.0683402977791795,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Bangladesh,BGD,..,..,2.58759494598355,2.79333673596886,2.61145411057861,2.5427974290318,2.8114473171555,2.54909799950841,2.92086808171344,2.6801089033079,2.81870640176704,2.87580378852216,2.68749199813241,2.64028590102208,2.7049657645127,2.85203922703712,2.89430778238872,2.55654819285481,2.24740100606148,2.19353053922806,2.33987499251454,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Barbados,BRB,7.58605909919341,8.70653122332442,7.55695107252028,9.42057793361507,9.38244731755831,12.3364947158681,8.19351594942366,10.7615863320432,12.9425664369669,9.21000279984085,8.43617210524675,6.93958724065575,11.2845863471066,9.80084323551245,7.96531467518714,8.66848464052878,9.009236269023,11.1477508513645,7.89523737748924,10.7454860004227,10.0111373903468,17.1318743876693,14.6067055466292,11.3798210878753,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Belarus,BLR,10.0024465443575,9.44871226372035,9.87668043113221,9.49887456961594,9.75789036186332,..,..,..,..,6.6049351179617,5.63965889871765,4.99092640356354,4.12067007233369,3.84259514659629,3.50741493306666,3.43612949833077,3.50741837038225,3.36061375115727,3.16230450623242,2.47221946386625,2.33096061826564,2.32582876256296,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Belgium,BEL,..,..,2.06540263051433,2.73540606302754,3.08046825241898,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.07652643158746,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Belize,BLZ,..,..,17.0544828332072,25.7961019671543,33.9861008566841,25.378980143789,29.0304029162693,28.8898796255016,31.8637340486511,32.6408646800606,33.6963046931101,30.8749548413998,40.0488658254335,37.6284944809013,43.0191746845508,28.7216681776972,34.9099578526119,33.0674047089096,37.5701888718734,37.8976416724603,37.4280883407579,34.4388902453128,25.8279831003962,31.2475783126808,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1274974068,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Bermuda,BMU,0,3.27968318260456,0,4.85727701050791,1.60928234054024,3.20166486573018,1.59386680055148,3.17669575990533,4.7558278707366,4.75018011099588,7.90420108287555,9.47066855027741,11.0328305514839,12.5918813844774,9.43982504857577,7.8732718168362,6.31362954778628,6.33472697326745,12.6847212532505,7.90201501382853,..,0,10.9322900805085,10.9059749162577,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Bhutan,BTN,1.97436023997451,2.27674740363229,3.065358553287,3.14968983843749,3.06922888047454,0.787864367573394,2.30772426079746,1.65831729036985,1.33678024595271,2.05394992910205,2.60969036023876,2.29332320448918,2.26784207031303,4.48599912663204,4.57605296018626,3.29268468359701,..,1.61447864448373,1.2003817213874,1.71930040344045,1.18095280584545,1.04240096213609,2.45952782243763,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.8962652271707,5.70007206329424,6.53227066319206,4.94533211049802,4.21997731316422,3.49358529148649,3.49353018078936,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Bosnia and Herzegovina,BIH,..,..,2.36878940505102,1.95473967158466,2.14366867456966,..,1.64137817835988,..,..,1.64675773985494,1.67368621654736,1.83095867448907,1.46939666572905,1.36249190686486,1.7145777756973,1.27157584321028,1.40014155431114,1.61733143717774,1.29273717274358,1.22092064975071,1.14701530441933,1.24973536109839,1.29580227865324,0.978311147580377,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Botswana,BWA,..,..,..,12.0890160222029,14.2050953955715,17.0784516741399,13.9315846236186,15.3739921714153,13.5324066140804,14.2350418942367,13.99876452185,14.1044618415742,14.4860707823841,..,..,..,..,..,..,..,..,..,8.6789124419475,10.5469623782512,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Brazil,BRA,24.5264547442023,24.736249894019,25.7997614021008,26.908980252251,27.5437239232765,27.9604675434352,26.1982810573398,25.4784150866907,26.0379315863291,25.0189417018062,26.0208631839934,26.4557107555774,26.6300331445086,26.3556376143373,28.1971430650446,28.179903857376,29.3586467160475,28.3564057690353,29.5891544359624,30.5930372112011,26.6360125717887,20.8104641962605,22.384065397269,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,British Virgin Islands,VGB,..,5.10568773613806,..,4.84109118195241,4.69759248385203,9.09856015285581,17.6091215249499,..,8.22283893514236,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Brunei Darussalam,BRN,1.24940458062954,1.22307514726589,1.19786839319431,..,..,0.847351109818116,0.554845815283505,0.54537893610204,0.804703761721851,0.792082344880574,0.260032035946829,0.768617845769143,0.252491778236471,0.249062280513865,0.983685574742889,0.485787674352233,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Bulgaria,BGR,4.62663482019938,4.00622324513639,4.09993391326405,3.83329617234798,3.19756834332103,3.11957724802641,3.10222735474154,2.54631298677843,2.39504426711388,2.29303259455148,2.24106774891129,1.96470460568018,1.94935047444622,1.69690831259703,1.88292631855588,1.46679508973523,1.51923291217348,1.72384225010119,1.09026053017437,1.43405534771422,1.29260131166718,1.17688228851709,0.988655606762662,1.27797986237754,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Burkina Faso,BFA,..,..,..,..,0.634502436611376,0.640082233972341,0.598592111354095,0.469380905212251,0.498945237000072,0.659555211401829,1.02792938601642,0.891613012477695,0.788198249930744,0.55963484448214,0.693972911642403,0.708730048883044,0.739223164024124,0.646029930732339,1.12086279620408,1.25044051977478,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.10439560944391,5.123365972623,5.37403241808829,4.29750739443945,5.82391017787918,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Cabo Verde,CPV,..,..,..,..,..,3.12442068033219,4.31581045782528,8.92807321020032,7.01565895077814,..,..,..,..,..,..,10.0011112345816,11.903105062299,8.33082804808699,11.1032612248151,6.72621133756023,5.42715661636043,5.718935134278,6.17877248386654,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Cambodia,KHM,6.7957388574949,4.88276059013834,4.71167168543593,3.29870049031495,3.38327888841536,3.98038413522108,3.92582555943686,3.38200424969971,2.96784804083818,2.86551942351874,2.3881430205068,2.3382740026917,2.30444712345125,1.83890574952752,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Cameroon,CMR,..,..,3.0414281274255,4.87308895039667,6.47855889201688,6.12681928928162,..,..,..,..,4.13269772868318,6.60997923627979,5.02564727658086,4.08335461812492,4.18396434805943,..,..,3.74142104863949,3.31904639200257,4.11590427431535,..,..,4.53737524129107,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Canada,CAN,1.85438210727604,1.77303929280403,1.77946888883004,1.78693753500192,1.85809528376467,1.73627308507896,1.95853125009744,2.06109303240051,1.86893669521027,1.81666262127041,1.84836537294587,1.81580492682648,1.64000010305207,1.774292977025,1.58250294806031,1.45164409531216,1.48285782460859,1.70994583417735,1.70573180158618,1.81920905577647,1.78748605315357,1.83622745922526,2.00323552889971,2.06525947364399,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Cayman Islands,CYM,2.70661632360305,0,10.0861101655383,4.87157315276036,0,6.83955542889712,11.0408179037903,6.42033963596674,2.07567926603981,4.02844079199146,7.82426696398881,15.208691767345,16.6440123165691,..,..,8.58929430358002,8.39496637815966,..,..,4.71839071420707,10.7884840638678,3.02416306287235,4.45695693836771,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.120400654,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Channel Islands,CHI,..,..,..,..,..,..,..,0.659308780674341,1.307198086262,..,0.639218619159939,..,0,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Chile,CHL,..,..,..,..,..,3.2347335473365,..,3.56098253690455,3.61197042506372,3.73434307706899,3.52910217389993,3.74254898595635,3.18157401699654,3.70336446585693,2.50262790345923,3.17534207528993,2.47637997121972,2.34469553764708,3.42846787936184,4.24093820659053,4.41142252575542,3.9444343178286,4.79784927857005,3.63203867485069,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,China,CHN,..,..,..,..,2.05132829907031,1.89258313764683,1.90551215066814,1.59170802242336,1.36875971812117,1.2197380785422,1.11346908670102,1.09526694544286,0.99466591452023,0.885346696134694,0.825868841792009,0.773199449343194,0.727914756317719,0.660106050334851,0.615882984238859,0.566555783864419,0.531025483737603,0.518966640910828,0.502270364156281,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Colombia,COL,60.8495355752557,63.12032958479,67.675400484081,69.8832455295369,70.1709726241374,57.2925607973552,48.525426693309,42.8957763612084,40.8646505564463,39.712208639696,36.8364366129257,35.6930758343931,34.4942938820122,35.5934489205592,35.9089822627757,33.35356924499,28.5852331937392,27.1287644105246,26.0404224330995,25.4344883492702,26.231325159933,25.7534726366066,24.2427633844347,27.4843651251417,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Costa Rica,CRI,5.86169308986198,6.27974870752519,6.25755099809823,6.34063390302408,6.25815166703334,7.16227971065822,6.58389844148543,7.76201971923732,8.01704547206522,8.3107752466825,11.3729228033988,11.5052669468473,11.4013700898794,10.1283641954633,8.59267319435371,8.57762700262025,9.84664724241754,11.3783955931086,11.6880897758536,12.0748726206068,11.6054526979603,11.0727999226674,11.1260651499432,11.4087098514792,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Croatia,HRV,2.25325152242012,2.41025125457921,2.22054447750588,1.79730045471702,1.62842162334229,1.54669037959705,1.86795998514634,1.53509908105131,1.67513306838312,1.40732152212264,1.6159633508616,1.11817781742872,1.41919233306521,1.12596012515621,1.17739552952152,1.06756936618987,0.840341626882715,0.869603026218531,1.04172807535293,1.09720614344802,0.576855823299447,0.799079557208224,0.976355239042884,0.812780755716158,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Cuba,CUB,7.41361193529892,5.50130805116433,5.28553076498558,5.43130534376707,5.91760950778112,5.73254362336224,5.87957848232846,6.08210089280617,5.11516673578654,5.03997954904073,4.56697576372472,5.00745135349638,4.4728195392243,4.72620304768407,5.49106088887985,5.95323293891987,5.2947284095536,5.45860481588276,5.04319714364599,4.55170752985625,4.33429929651939,4.4182505026975,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Curacao,CUW,..,..,..,7.11080771664853,27.5847435149329,30.0472370517371,28.2596858350048,17.6554871216803,12.0269403463759,17.0918258342947,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Cyprus,CYP,0.765311700522599,1.07342206955775,0.84367049394271,0.725516412217696,0.20362565662911,..,1.57065313156331,1.92852593602212,1.42121090959393,1.21057145491134,0.823881580754126,1.71021104004234,0.708161696330527,0.785967167531522,1.90219846587694,1.02830539127663,0.93458340944524,1.26339195472003,1.08524925044756,0.579219427350576,1.23068743738878,1.22066686658477,1.21208497200488,1.28597928930355,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Czechia,CZE,1.69527318377419,1.67818843851103,1.86619845603832,1.31961249139319,1.35766450449641,1.59054843427339,1.30591573003759,1.05057210947,1.26154618011095,1.21882457138728,1.09841584347304,0.901980615093206,0.984256765260208,0.819330209938599,0.99894734734051,0.855956542135293,0.770168319335366,0.83620005040956,0.617425231348047,0.626702958465261,..,0.9205768961203,0.731177855832333,0.447161218411568,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Denmark,DNK,0.924704170151606,0.977470434338988,1.0860091131144,0.970013795648126,0.892409444146045,..,..,..,..,..,..,..,0.756641079287248,0.824961764815596,0.839141936305735,0.853275007246171,1.30958327379006,1.09197301206313,0.981275682919688,1.23751924799964,1.00577697485176,1.13874032545199,0.944102116831435,0.802836849630622,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Dominica,DMA,13.0552090284023,10.1895993303978,2.92628683463553,1.46729760463666,13.1844950338402,11.6886437520546,11.6662291830723,11.64932615929,7.2735736522068,10.1781170483461,10.1770812131081,18.8990572277991,21.8165951567159,8.72828838264816,..,..,12.9737210073374,12.8559490904416,22.8326792722083,26.9874863287076,18.3557485262452,18.2001456011648,20.8349248900958,13.8097704125669,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Dominican Republic,DOM,13.5351728248986,12.673315917233,14.1673052198968,12.6311571195402,14.5421866104778,21.3232237485555,24.7591347550466,26.1217741682059,23.0930762993518,22.4521777123369,25.1392754186663,24.6163451910182,25.3075082180353,25.3742602413614,22.6101741297438,19.4741564259154,17.6033821835294,..,15.3501396781971,11.4207958416281,9.92055152321569,9.42851570029359,8.73663089784519,10.5415842337116,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Ecuador,ECU,13.4658502948037,13.5513516466181,14.5170790306456,12.9072226809641,14.5823356272969,..,..,..,..,15.9488228726749,17.9832827899846,17.8053426338043,17.5054873932305,15.3763080690245,12.4129070208035,10.9711960311364,8.20905183947306,6.48312147109806,5.83348058968642,5.80944632742375,5.84167365948502,6.84396771273186,7.80050914241561,14.0242548813931,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Egypt, Arab Rep.",EGY,..,..,..,..,..,0.620036070697145,0.415363675439132,0.660130201577017,0.680890797896673,0.827061898303727,1.15332161545055,1.06665339899544,2.10767808732305,3.03026722382926,2.41888523991349,..,3.02325529819737,1.75085294090364,1.53531582927306,1.33609216061138,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,El Salvador,SLV,94.8839714651409,64.9070908591234,59.5957158215801,59.952288666095,47.1613759144275,55.6841606355295,64.5663093263027,64.2947608382301,65.0765042499415,57.8577797205256,52.3887299795208,71.9399952800665,65.2106231981517,71.2196806161488,42.1015797181401,40.6263375227391,63.1449112907401,106.819603579869,84.4091122164431,63.2235270031242,53.3113035179326,38.18339398145,21.3103023154811,18.1654984604067,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.572974940632,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Estonia,EST,13.8894154504865,11.1863318699664,10.237125472438,9.87035611452351,10.2955250717787,..,..,..,..,7.1611089126341,6.43225822375433,5.2452078469808,5.25709050081297,4.89668373977064,4.76304962190459,3.94542715508526,3.11899498374319,3.42294736305643,2.50774074976129,2.2010574942782,2.11776673933884,1.95924986351187,3.15921543141343,1.95679840686505,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Eswatini,SWZ,16.4153378948075,11.1943596138928,12.4211969667049,17.6685910066872,12.7520856559497,12.7503194663377,13.6990992842221,12.9677969485561,11.7839783360373,11.1622740965592,19.9106315432116,17.0794037004766,18.9104662157248,15.5603794742311,9.35719658390346,9.12083224911675,10.4808302949288,9.8771006476556,10.1529595877198,11.2906959020419,..,..,..,12.6649058812971,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.6319635299382,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Fiji,FJI,..,..,..,..,..,2.91271581039618,2.6537609272933,2.62880126091024,2.49127205483516,2.35783384681715,1.89577582116366,3.21728012247853,2.20953092210906,2.20178355476854,2.19524750866848,2.08001944270805,2.18445541526497,..,..,..,..,..,2.17291633620231,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Finland,FIN,2.19266564982606,2.76837187403869,2.85923539795244,3.00693764122126,2.53817086908605,1.97583382585308,2.83083413396846,2.26836426727736,2.25967222789725,2.43916781644752,2.50312867558803,2.24768979633121,2.2001496661133,2.04151097052318,1.64392918654967,1.6363688680639,1.61129680187797,1.49649755696774,1.34662512995387,1.21638168386984,1.5592531612498,1.46698296751276,1.64572794344772,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,France,FRA,1.65460451082552,1.63318584277051,1.79151433468007,1.77413206159526,1.88470185650375,1.65248405899107,1.64702333472715,1.61295441695792,1.44289603515479,1.61912622116949,1.65421793412353,1.3189829703999,1.2747305942565,1.36359432696015,1.24303536520438,1.2268063341732,1.24550840497221,1.58596405512767,1.21739068060242,1.10688301718975,1.08279984503205,1.1692590431065,1.07320011042795,1.13742999459302,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,French Polynesia,PYF,..,..,..,..,..,..,..,..,1.09130195961455,2.5163789307187,3.20788712514502,0.35425504592031,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,Georgia,GEO,5.37800396378811,5.55239440751002,5.60352548502147,6.34578776621394,7.19012146257413,..,7.47080713171271,10.1737322563988,8.210749345269,8.44752315421299,6.77887727615948,5.4471889197952,4.87381383230067,..,..,..,..,..,1.03417826581564,2.41257721572682,2.35928770718324,2.04200131510189,..,..,..
